  9809     SPring-8 14b2 
 Cu-K_Cu-foil_S  14.06.25 17:41 - 14.06.25 17:45
 Cu-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 26.09900 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4577
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       26.00000  21.10000    -0.001070       0.05      4577
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   134.300   117.200
  22.39624  22.39249     0.050      3805      7213
  22.39517  22.39157     0.050      3804      7212
  22.39410  22.39062     0.050      3807      7213
  22.39303  22.38961     0.050      3805      7217
  22.39196  22.38846     0.050      3806      7221
  22.39089  22.38725     0.050      3802      7218
  22.38982  22.38607     0.050      3803      7220
  22.38875  22.38491     0.050      3806      7219
  22.38768  22.38383     0.050      3805      7225
  22.38661  22.38281     0.050      3799      7226
  22.38554  22.38188     0.050      3798      7225
  22.38447  22.38095     0.050      3799      7231
  22.38340  22.37997     0.050      3802      7230
  22.38233  22.37888     0.050      3801      7230
  22.38126  22.37769     0.050      3799      7234
  22.38019  22.37650     0.050      3798      7236
  22.37912  22.37532     0.050      3798      7234
  22.37805  22.37421     0.050      3799      7236
  22.37698  22.37316     0.050      3797      7234
  22.37591  22.37220     0.050      3797      7240
  22.37484  22.37127     0.050      3799      7241
  22.37377  22.37031     0.050      3796      7241
  22.37270  22.36926     0.050      3799      7241
  22.37163  22.36808     0.050      3797      7242
  22.37056  22.36688     0.050      3793      7242
  22.36949  22.36569     0.050      3793      7247
  22.36842  22.36456     0.050      3795      7250
  22.36735  22.36349     0.050      3791      7247
  22.36628  22.36249     0.050      3796      7250
  22.36521  22.36157     0.050      3794      7250
  22.36414  22.36062     0.050      3793      7250
  22.36307  22.35960     0.050      3792      7251
  22.36200  22.35845     0.050      3791      7258
  22.36093  22.35725     0.050      3789      7258
  22.35986  22.35607     0.050      3793      7258
  22.35879  22.35492     0.050      3792      7257
  22.35772  22.35383     0.050      3791      7262
  22.35665  22.35281     0.050      3787      7260
  22.35558  22.35188     0.050      3787      7261
  22.35451  22.35095     0.050      3791      7267
  22.35344  22.34997     0.050      3787      7268
  22.35237  22.34887     0.050      3787      7264
  22.35130  22.34768     0.050      3787      7270
  22.35023  22.34649     0.050      3789      7269
  22.34916  22.34531     0.050      3785      7273
  22.34809  22.34419     0.050      3788      7275
  22.34702  22.34314     0.050      3789      7270
  22.34595  22.34218     0.050      3784      7274
  22.34488  22.34126     0.050      3784      7275
  22.34381  22.34030     0.050      3785      7275
  22.34274  22.33924     0.050      3786      7277
  22.34167  22.33806     0.050      3784      7278
  22.34060  22.33686     0.050      3782      7282
  22.33953  22.33567     0.050      3782      7283
  22.33846  22.33453     0.050      3782      7282
  22.33739  22.33346     0.050      3781      7282
  22.33632  22.33247     0.050      3781      7286
  22.33525  22.33154     0.050      3779      7285
  22.33418  22.33059     0.050      3779      7285
  22.33311  22.32958     0.050      3778      7288
  22.33204  22.32843     0.050      3780      7287
  22.33097  22.32723     0.050      3776      7291
  22.32990  22.32605     0.050      3778      7292
  22.32883  22.32489     0.050      3777      7293
  22.32776  22.32381     0.050      3775      7295
  22.32669  22.32279     0.050      3776      7292
  22.32562  22.32186     0.050      3776      7294
  22.32455  22.32092     0.050      3774      7297
  22.32348  22.31994     0.050      3775      7296
  22.32241  22.31883     0.050      3773      7301
  22.32134  22.31763     0.050      3772      7296
  22.32027  22.31644     0.050      3771      7299
  22.31920  22.31526     0.050      3771      7303
  22.31813  22.31415     0.050      3771      7302
  22.31706  22.31310     0.050      3768      7304
  22.31599  22.31214     0.050      3770      7302
  22.31492  22.31122     0.050      3770      7301
  22.31385  22.31025     0.050      3770      7307
  22.31278  22.30918     0.050      3768      7307
  22.31171  22.30799     0.050      3765      7311
  22.31064  22.30679     0.050      3767      7311
  22.30957  22.30560     0.050      3768      7310
  22.30850  22.30446     0.050      3762      7312
  22.30743  22.30340     0.050      3768      7315
  22.30636  22.30241     0.050      3766      7313
  22.30529  22.30149     0.050      3766      7318
  22.30422  22.30054     0.050      3763      7317
  22.30315  22.29951     0.050      3763      7320
  22.30208  22.29835     0.050      3765      7323
  22.30101  22.29716     0.050      3764      7317
  22.29994  22.29597     0.050      3764      7322
  22.29887  22.29482     0.050      3760      7321
  22.29780  22.29373     0.050      3761      7325
  22.29673  22.29271     0.050      3759      7323
  22.29566  22.29179     0.050      3759      7324
  22.29459  22.29085     0.050      3756      7323
  22.29352  22.28985     0.050      3753      7321
  22.29245  22.28873     0.050      3759      7328
  22.29138  22.28752     0.050      3758      7327
  22.29031  22.28633     0.050      3754      7330
  22.28924  22.28515     0.050      3756      7336
  22.28817  22.28404     0.050      3757      7330
  22.28710  22.28300     0.050      3752      7337
  22.28603  22.28205     0.050      3755      7339
  22.28496  22.28112     0.050      3753      7341
  22.28389  22.28015     0.050      3752      7338
  22.28282  22.27908     0.050      3755      7340
  22.28175  22.27788     0.050      3750      7340
  22.28068  22.27668     0.050      3751      7341
  22.27961  22.27550     0.050      3751      7343
  22.27854  22.27437     0.050      3751      7346
  22.27747  22.27331     0.050      3748      7343
  22.27640  22.27234     0.050      3751      7346
  22.27533  22.27142     0.050      3751      7353
  22.27426  22.27046     0.050      3747      7344
  22.27319  22.26943     0.050      3749      7351
  22.27212  22.26827     0.050      3748      7349
  22.27105  22.26708     0.050      3747      7348
  22.26998  22.26590     0.050      3747      7351
  22.26891  22.26475     0.050      3746      7352
  22.26784  22.26367     0.050      3746      7356
  22.26677  22.26266     0.050      3745      7355
  22.26570  22.26173     0.050      3745      7354
  22.26463  22.26079     0.050      3744      7356
  22.26356  22.25979     0.050      3745      7358
  22.26249  22.25866     0.050      3744      7359
  22.26142  22.25747     0.050      3742      7361
  22.26035  22.25628     0.050      3741      7361
  22.25928  22.25510     0.050      3743      7363
  22.25821  22.25400     0.050      3741      7367
  22.25714  22.25296     0.050      3740      7367
  22.25607  22.25201     0.050      3738      7365
  22.25500  22.25108     0.050      3736      7369
  22.25393  22.25011     0.050      3739      7365
  22.25286  22.24902     0.050      3738      7371
  22.25179  22.24782     0.050      3739      7369
  22.25072  22.24663     0.050      3736      7372
  22.24965  22.24545     0.050      3738      7373
  22.24858  22.24433     0.050      3738      7371
  22.24751  22.24328     0.050      3733      7375
  22.24644  22.24230     0.050      3733      7379
  22.24537  22.24138     0.050      3733      7375
  22.24430  22.24043     0.050      3734      7380
  22.24323  22.23939     0.050      3730      7380
  22.24216  22.23822     0.050      3732      7378
  22.24109  22.23703     0.050      3721      7361
  22.24002  22.23584     0.050      3715      7351
  22.23895  22.23469     0.050      3724      7363
  22.23788  22.23361     0.050      3726      7377
  22.23681  22.23260     0.050      3727      7384
  22.23574  22.23167     0.050      3729      7380
  22.23467  22.23073     0.050      3727      7386
  22.23360  22.22973     0.050      3724      7386
  22.23253  22.22860     0.050      3724      7386
  22.23146  22.22740     0.050      3726      7388
  22.23039  22.22621     0.050      3726      7387
  22.22932  22.22503     0.050      3725      7385
  22.22825  22.22394     0.050      3724      7390
  22.22718  22.22290     0.050      3720      7392
  22.22611  22.22196     0.050      3723      7395
  22.22504  22.22103     0.050      3723      7395
  22.22397  22.22005     0.050      3720      7397
  22.22290  22.21896     0.050      3721      7393
  22.22183  22.21776     0.050      3719      7395
  22.22076  22.21657     0.050      3719      7395
  22.21969  22.21540     0.050      3720      7402
  22.21862  22.21429     0.050      3718      7396
  22.21755  22.21324     0.050      3720      7399
  22.21648  22.21227     0.050      3716      7402
  22.21541  22.21135     0.050      3716      7401
  22.21434  22.21040     0.050      3716      7404
  22.21327  22.20935     0.050      3717      7407
  22.21220  22.20819     0.050      3713      7403
  22.21113  22.20700     0.050      3716      7407
  22.21006  22.20581     0.050      3713      7409
  22.20899  22.20466     0.050      3711      7412
  22.20792  22.20358     0.050      3711      7407
  22.20685  22.20258     0.050      3713      7411
  22.20578  22.20165     0.050      3709      7404
  22.20471  22.20071     0.050      3697      7384
  22.20364  22.19971     0.050      3694      7377
  22.20257  22.19858     0.050      3701      7398
  22.20150  22.19738     0.050      3706      7408
  22.20043  22.19618     0.050      3702      7409
  22.19936  22.19501     0.050      3705      7412
  22.19829  22.19392     0.050      3707      7415
  22.19722  22.19289     0.050      3699      7402
  22.19615  22.19195     0.050      3687      7386
  22.19508  22.19102     0.050      3689      7386
  22.19401  22.19005     0.050      3698      7410
  22.19294  22.18896     0.050      3700      7415
  22.19187  22.18777     0.050      3702      7418
  22.19080  22.18658     0.050      3698      7415
  22.18973  22.18541     0.050      3700      7421
  22.18866  22.18429     0.050      3701      7421
  22.18759  22.18324     0.050      3694      7423
  22.18652  22.18228     0.050      3697      7422
  22.18545  22.18135     0.050      3697      7422
  22.18438  22.18040     0.050      3696      7422
  22.18331  22.17936     0.050      3694      7424
  22.18224  22.17819     0.050      3693      7425
  22.18117  22.17699     0.050      3694      7424
  22.18010  22.17580     0.050      3695      7425
  22.17903  22.17466     0.050      3692      7425
  22.17796  22.17359     0.050      3693      7429
  22.17689  22.17258     0.050      3691      7428
  22.17582  22.17165     0.050      3693      7429
  22.17475  22.17071     0.050      3689      7430
  22.17368  22.16971     0.050      3690      7433
  22.17261  22.16857     0.050      3688      7430
  22.17154  22.16737     0.050      3688      7430
  22.17047  22.16617     0.050      3687      7438
  22.16940  22.16500     0.050      3685      7429
  22.16833  22.16391     0.050      3685      7434
  22.16726  22.16289     0.050      3687      7438
  22.16619  22.16195     0.050      3682      7438
  22.16512  22.16102     0.050      3683      7435
  22.16405  22.16005     0.050      3683      7439
  22.16298  22.15896     0.050      3684      7436
  22.16191  22.15777     0.050      3681      7435
  22.16084  22.15659     0.050      3677      7432
  22.15977  22.15541     0.050      3668      7412
  22.15870  22.15430     0.050      3662      7411
  22.15763  22.15325     0.050      3673      7431
  22.15656  22.15228     0.050      3676      7440
  22.15549  22.15136     0.050      3673      7442
  22.15442  22.15040     0.050      3674      7439
  22.15335  22.14935     0.050      3676      7441
  22.15228  22.14818     0.050      3672      7442
  22.15121  22.14698     0.050      3670      7442
  22.15014  22.14580     0.050      3673      7446
  22.14907  22.14465     0.050      3671      7447
  22.14800  22.14357     0.050      3671      7444
  22.14693  22.14257     0.050      3668      7445
  22.14586  22.14164     0.050      3669      7450
  22.14479  22.14070     0.050      3669      7446
  22.14372  22.13969     0.050      3670      7448
  22.14265  22.13855     0.050      3664      7445
  22.14158  22.13735     0.050      3667      7451
  22.14051  22.13615     0.050      3663      7448
  22.13944  22.13499     0.050      3665      7450
  22.13837  22.13389     0.050      3665      7452
  22.13730  22.13287     0.050      3660      7451
  22.13623  22.13194     0.050      3663      7450
  22.13516  22.13101     0.050      3663      7455
  22.13409  22.13003     0.050      3661      7451
  22.13302  22.12894     0.050      3657      7450
  22.13195  22.12775     0.050      3660      7453
  22.13088  22.12656     0.050      3658      7454
  22.12981  22.12538     0.050      3656      7451
  22.12874  22.12426     0.050      3656      7453
  22.12767  22.12321     0.050      3655      7455
  22.12660  22.12224     0.050      3656      7456
  22.12553  22.12131     0.050      3655      7455
  22.12446  22.12035     0.050      3653      7458
  22.12339  22.11930     0.050      3652      7456
  22.12232  22.11813     0.050      3652      7457
  22.12125  22.11693     0.050      3653      7457
  22.12018  22.11575     0.050      3651      7462
  22.11911  22.11460     0.050      3648      7461
  22.11804  22.11352     0.050      3647      7459
  22.11697  22.11253     0.050      3651      7463
  22.11590  22.11160     0.050      3648      7462
  22.11483  22.11065     0.050      3646      7461
  22.11376  22.10964     0.050      3648      7462
  22.11269  22.10850     0.050      3643      7464
  22.11162  22.10730     0.050      3643      7461
  22.11055  22.10611     0.050      3645      7460
  22.10948  22.10495     0.050      3643      7466
  22.10841  22.10387     0.050      3643      7462
  22.10734  22.10285     0.050      3640      7468
  22.10627  22.10191     0.050      3640      7467
  22.10520  22.10098     0.050      3641      7467
  22.10413  22.10000     0.050      3640      7466
  22.10306  22.09890     0.050      3637      7471
  22.10199  22.09771     0.050      3636      7465
  22.10092  22.09652     0.050      3638      7470
  22.09985  22.09534     0.050      3635      7469
  22.09878  22.09423     0.050      3637      7470
  22.09771  22.09318     0.050      3635      7466
  22.09664  22.09221     0.050      3633      7469
  22.09557  22.09128     0.050      3636      7474
  22.09450  22.09032     0.050      3632      7472
  22.09343  22.08927     0.050      3629      7469
  22.09236  22.08808     0.050      3629      7476
  22.09129  22.08689     0.050      3629      7474
  22.09022  22.08570     0.050      3628      7469
  22.08915  22.08456     0.050      3627      7477
  22.08808  22.08349     0.050      3626      7477
  22.08701  22.08249     0.050      3626      7475
  22.08594  22.08156     0.050      3624      7473
  22.08487  22.08061     0.050      3623      7478
  22.08380  22.07960     0.050      3623      7476
  22.08273  22.07845     0.050      3626      7474
  22.08166  22.07726     0.050      3622      7479
  22.08059  22.07607     0.050      3624      7482
  22.07952  22.07491     0.050      3621      7478
  22.07845  22.07383     0.050      3621      7481
  22.07738  22.07281     0.050      3621      7482
  22.07631  22.07188     0.050      3619      7479
  22.07524  22.07095     0.050      3618      7482
  22.07417  22.06996     0.050      3618      7484
  22.07310  22.06886     0.050      3618      7481
  22.07203  22.06767     0.050      3614      7484
  22.07096  22.06648     0.050      3614      7481
  22.06989  22.06530     0.050      3615      7479
  22.06882  22.06419     0.050      3613      7481
  22.06775  22.06314     0.050      3613      7487
  22.06668  22.06218     0.050      3612      7483
  22.06561  22.06125     0.050      3613      7487
  22.06454  22.06029     0.050      3611      7483
  22.06347  22.05924     0.050      3612      7487
  22.06240  22.05805     0.050      3611      7492
  22.06133  22.05685     0.050      3607      7483
  22.06026  22.05567     0.050      3608      7487
  22.05919  22.05453     0.050      3607      7491
  22.05812  22.05346     0.050      3607      7488
  22.05705  22.05247     0.050      3605      7481
  22.05598  22.05155     0.050      3592      7464
  22.05491  22.05060     0.050      3590      7461
  22.05384  22.04959     0.050      3597      7475
  22.05277  22.04845     0.050      3600      7488
  22.05170  22.04725     0.050      3602      7488
  22.05063  22.04606     0.050      3600      7489
  22.04956  22.04491     0.050      3597      7491
  22.04849  22.04383     0.050      3596      7490
  22.04742  22.04281     0.050      3594      7486
  22.04635  22.04187     0.050      3596      7494
  22.04528  22.04094     0.050      3596      7493
  22.04421  22.03996     0.050      3594      7493
  22.04314  22.03886     0.050      3593      7491
  22.04207  22.03766     0.050      3595      7493
  22.04100  22.03648     0.050      3591      7494
  22.03993  22.03530     0.050      3592      7491
  22.03886  22.03419     0.050      3593      7493
  22.03779  22.03314     0.050      3591      7498
  22.03672  22.03218     0.050      3588      7489
  22.03565  22.03125     0.050      3589      7491
  22.03458  22.03029     0.050      3589      7497
  22.03351  22.02923     0.050      3587      7496
  22.03244  22.02805     0.050      3583      7491
  22.03137  22.02686     0.050      3579      7483
  22.03030  22.02567     0.050      3567      7469
  22.02923  22.02453     0.050      3574      7480
  22.02816  22.02346     0.050      3582      7499
  22.02709  22.02247     0.050      3583      7496
  22.02602  22.02156     0.050      3580      7498
  22.02495  22.02062     0.050      3567      7475
  22.02388  22.01961     0.050      3564      7469
  22.02281  22.01847     0.050      3572      7489
  22.02174  22.01727     0.050      3576      7501
  22.02067  22.01609     0.050      3577      7500
  22.01960  22.01493     0.050      3576      7497
  22.01853  22.01384     0.050      3571      7495
  22.01746  22.01282     0.050      3574      7505
  22.01639  22.01188     0.050      3572      7504
  22.01532  22.01095     0.050      3570      7498
  22.01425  22.00997     0.050      3572      7504
  22.01318  22.00887     0.050      3571      7506
  22.01211  22.00767     0.050      3570      7504
  22.01104  22.00649     0.050      3569      7501
  22.00997  22.00531     0.050      3569      7504
  22.00890  22.00420     0.050      3567      7506
  22.00783  22.00315     0.050      3568      7507
  22.00676  22.00219     0.050      3565      7505
  22.00569  22.00126     0.050      3566      7508
  22.00462  22.00030     0.050      3564      7502
  22.00355  21.99924     0.050      3563      7507
  22.00248  21.99807     0.050      3564      7507
  22.00141  21.99688     0.050      3560      7505
  22.00034  21.99569     0.050      3554      7497
  21.99927  21.99456     0.050      3549      7481
  21.99820  21.99349     0.050      3548      7483
  21.99713  21.99250     0.050      3555      7505
  21.99606  21.99159     0.050      3557      7509
  21.99499  21.99065     0.050      3556      7511
  21.99392  21.98964     0.050      3556      7511
  21.99285  21.98850     0.050      3555      7512
  21.99178  21.98731     0.050      3556      7514
  21.99071  21.98612     0.050      3551      7507
  21.98964  21.98497     0.050      3550      7505
  21.98857  21.98388     0.050      3554      7512
  21.98750  21.98285     0.050      3549      7513
  21.98643  21.98191     0.050      3550      7507
  21.98536  21.98098     0.050      3550      7515
  21.98429  21.98001     0.050      3547      7515
  21.98322  21.97890     0.050      3548      7513
  21.98215  21.97771     0.050      3545      7512
  21.98108  21.97652     0.050      3549      7515
  21.98001  21.97535     0.050      3541      7513
  21.97894  21.97424     0.050      3546      7517
  21.97787  21.97318     0.050      3543      7517
  21.97680  21.97222     0.050      3543      7515
  21.97573  21.97129     0.050      3541      7513
  21.97466  21.97033     0.050      3539      7519
  21.97359  21.96928     0.050      3541      7519
  21.97252  21.96810     0.050      3537      7509
  21.97145  21.96691     0.050      3538      7518
  21.97038  21.96574     0.050      3537      7516
  21.96931  21.96460     0.050      3536      7515
  21.96824  21.96353     0.050      3535      7516
  21.96717  21.96254     0.050      3538      7524
  21.96610  21.96162     0.050      3531      7517
  21.96503  21.96068     0.050      3530      7515
  21.96396  21.95968     0.050      3531      7520
  21.96289  21.95854     0.050      3533      7517
  21.96182  21.95734     0.050      3530      7520
  21.96075  21.95616     0.050      3530      7520
  21.95968  21.95499     0.050      3532      7526
  21.95861  21.95390     0.050      3526      7514
  21.95754  21.95288     0.050      3527      7520
  21.95647  21.95194     0.050      3527      7522
  21.95540  21.95100     0.050      3525      7519
  21.95433  21.95003     0.050      3521      7520
  21.95326  21.94893     0.050      3520      7515
  21.95219  21.94774     0.050      3522      7519
  21.95112  21.94655     0.050      3522      7519
  21.95005  21.94537     0.050      3519      7519
  21.94898  21.94425     0.050      3520      7522
  21.94791  21.94320     0.050      3519      7517
  21.94684  21.94223     0.050      3515      7517
  21.94577  21.94131     0.050      3516      7520
  21.94470  21.94035     0.050      3518      7526
  21.94363  21.93931     0.050      3513      7512
  21.94256  21.93814     0.050      3514      7518
  21.94149  21.93695     0.050      3514      7520
  21.94042  21.93577     0.050      3513      7520
  21.93935  21.93463     0.050      3509      7517
  21.93828  21.93356     0.050      3512      7527
  21.93721  21.93257     0.050      3511      7523
  21.93614  21.93165     0.050      3505      7522
  21.93507  21.93071     0.050      3507      7523
  21.93400  21.92971     0.050      3506      7526
  21.93293  21.92858     0.050      3502      7523
  21.93186  21.92738     0.050      3506      7518
  21.93079  21.92619     0.050      3505      7528
  21.92972  21.92503     0.050      3499      7521
  21.92865  21.92394     0.050      3500      7523
  21.92758  21.92291     0.050      3502      7526
  21.92651  21.92196     0.050      3500      7524
  21.92544  21.92103     0.050      3501      7525
  21.92437  21.92006     0.050      3498      7521
  21.92330  21.91897     0.050      3498      7527
  21.92223  21.91778     0.050      3492      7522
  21.92116  21.91659     0.050      3494      7515
  21.92009  21.91541     0.050      3482      7497
  21.91902  21.91429     0.050      3482      7499
  21.91795  21.91323     0.050      3489      7518
  21.91688  21.91227     0.050      3491      7524
  21.91581  21.91135     0.050      3491      7526
  21.91474  21.91040     0.050      3475      7496
  21.91367  21.90937     0.050      3465      7473
  21.91260  21.90820     0.050      3472      7489
  21.91153  21.90701     0.050      3480      7507
  21.91046  21.90583     0.050      3486      7520
  21.90939  21.90468     0.050      3485      7524
  21.90832  21.90361     0.050      3481      7520
  21.90725  21.90261     0.050      3471      7495
  21.90618  21.90169     0.050      3468      7499
  21.90511  21.90075     0.050      3476      7511
  21.90404  21.89975     0.050      3474      7520
  21.90297  21.89862     0.050      3479      7520
  21.90190  21.89742     0.050      3479      7521
  21.90083  21.89623     0.050      3475      7519
  21.89976  21.89507     0.050      3474      7522
  21.89869  21.89398     0.050      3475      7522
  21.89762  21.89294     0.050      3474      7522
  21.89655  21.89200     0.050      3470      7522
  21.89548  21.89106     0.050      3470      7520
  21.89441  21.89009     0.050      3469      7520
  21.89334  21.88900     0.050      3468      7515
  21.89227  21.88781     0.050      3466      7521
  21.89120  21.88662     0.050      3466      7521
  21.89013  21.88544     0.050      3466      7520
  21.88906  21.88432     0.050      3462      7521
  21.88799  21.88327     0.050      3463      7519
  21.88692  21.88230     0.050      3462      7520
  21.88585  21.88138     0.050      3459      7515
  21.88478  21.88043     0.050      3460      7520
  21.88371  21.87940     0.050      3461      7518
  21.88264  21.87824     0.050      3457      7513
  21.88157  21.87705     0.050      3457      7522
  21.88050  21.87586     0.050      3459      7526
  21.87943  21.87471     0.050      3455      7521
  21.87836  21.87363     0.050      3454      7520
  21.87729  21.87263     0.050      3453      7521
  21.87622  21.87170     0.050      3451      7515
  21.87515  21.87077     0.050      3451      7521
  21.87408  21.86977     0.050      3453      7524
  21.87301  21.86864     0.050      3450      7519
  21.87194  21.86744     0.050      3451      7521
  21.87087  21.86625     0.050      3451      7524
  21.86980  21.86508     0.050      3447      7523
  21.86873  21.86398     0.050      3444      7518
  21.86766  21.86295     0.050      3444      7517
  21.86659  21.86201     0.050      3444      7519
  21.86552  21.86107     0.050      3440      7514
  21.86445  21.86009     0.050      3444      7520
  21.86338  21.85901     0.050      3445      7531
  21.86231  21.85782     0.050      3438      7515
  21.86124  21.85663     0.050      3441      7521
  21.86017  21.85546     0.050      3440      7525
  21.85910  21.85435     0.050      3436      7517
  21.85803  21.85329     0.050      3433      7512
  21.85696  21.85231     0.050      3436      7519
  21.85589  21.85139     0.050      3436      7521
  21.85482  21.85045     0.050      3430      7513
  21.85375  21.84942     0.050      3430      7519
  21.85268  21.84826     0.050      3431      7520
  21.85161  21.84706     0.050      3430      7519
  21.85054  21.84588     0.050      3427      7515
  21.84947  21.84473     0.050      3430      7520
  21.84840  21.84365     0.050      3427      7522
  21.84733  21.84264     0.050      3426      7520
  21.84626  21.84172     0.050      3425      7524
  21.84519  21.84078     0.050      3426      7523
  21.84412  21.83978     0.050      3424      7517
  21.84305  21.83866     0.050      3424      7519
  21.84198  21.83746     0.050      3426      7525
  21.84091  21.83627     0.050      3421      7521
  21.83984  21.83510     0.050      3419      7520
  21.83877  21.83400     0.050      3421      7523
  21.83770  21.83296     0.050      3420      7523
  21.83663  21.83201     0.050      3416      7517
  21.83556  21.83108     0.050      3416      7518
  21.83449  21.83011     0.050      3416      7522
  21.83342  21.82903     0.050      3411      7518
  21.83235  21.82785     0.050      3414      7524
  21.83128  21.82666     0.050      3414      7523
  21.83021  21.82549     0.050      3412      7522
  21.82914  21.82437     0.050      3411      7517
  21.82807  21.82331     0.050      3409      7523
  21.82700  21.82233     0.050      3409      7523
  21.82593  21.82142     0.050      3405      7512
  21.82486  21.82047     0.050      3404      7517
  21.82379  21.81944     0.050      3406      7520
  21.82272  21.81828     0.050      3404      7517
  21.82165  21.81708     0.050      3403      7512
  21.82058  21.81589     0.050      3403      7516
  21.81951  21.81474     0.050      3400      7518
  21.81844  21.81366     0.050      3398      7515
  21.81737  21.81265     0.050      3401      7521
  21.81630  21.81173     0.050      3398      7520
  21.81523  21.81079     0.050      3395      7515
  21.81416  21.80979     0.050      3397      7516
  21.81309  21.80866     0.050      3399      7524
  21.81202  21.80746     0.050      3395      7516
  21.81095  21.80627     0.050      3391      7519
  21.80988  21.80510     0.050      3395      7517
  21.80881  21.80400     0.050      3396      7523
  21.80774  21.80296     0.050      3387      7511
  21.80667  21.80202     0.050      3391      7520
  21.80560  21.80109     0.050      3392      7525
  21.80453  21.80012     0.050      3382      7509
  21.80346  21.79905     0.050      3386      7513
  21.80239  21.79787     0.050      3384      7520
  21.80132  21.79668     0.050      3385      7515
  21.80025  21.79550     0.050      3382      7517
  21.79918  21.79438     0.050      3383      7520
  21.79811  21.79331     0.050      3382      7515
  21.79704  21.79234     0.050      3375      7510
  21.79597  21.79142     0.050      3379      7517
  21.79490  21.79047     0.050      3377      7513
  21.79383  21.78944     0.050      3377      7508
  21.79276  21.78828     0.050      3375      7511
  21.79169  21.78708     0.050      3378      7515
  21.79062  21.78589     0.050      3372      7512
  21.78955  21.78474     0.050      3371      7507
  21.78848  21.78366     0.050      3372      7516
  21.78741  21.78265     0.050      3368      7512
  21.78634  21.78173     0.050      3368      7511
  21.78527  21.78078     0.050      3365      7507
  21.78420  21.77979     0.050      3369      7519
  21.78313  21.77866     0.050      3366      7504
  21.78206  21.77746     0.050      3365      7510
  21.78099  21.77627     0.050      3367      7519
  21.77992  21.77510     0.050      3363      7508
  21.77885  21.77401     0.050      3358      7505
  21.77778  21.77297     0.050      3363      7517
  21.77671  21.77203     0.050      3362      7513
  21.77564  21.77111     0.050      3354      7501
  21.77457  21.77014     0.050      3357      7508
  21.77350  21.76907     0.050      3355      7510
  21.77243  21.76789     0.050      3351      7508
  21.77136  21.76671     0.050      3352      7500
  21.77029  21.76553     0.050      3354      7514
  21.76922  21.76440     0.050      3352      7503
  21.76815  21.76334     0.050      3350      7504
  21.76708  21.76236     0.050      3352      7512
  21.76601  21.76144     0.050      3347      7504
  21.76494  21.76049     0.050      3347      7502
  21.76387  21.75947     0.050      3344      7495
  21.76280  21.75831     0.050      3350      7513
  21.76173  21.75711     0.050      3345      7500
  21.76066  21.75592     0.050      3342      7504
  21.75959  21.75477     0.050      3346      7512
  21.75852  21.75369     0.050      3341      7505
  21.75745  21.75268     0.050      3335      7495
  21.75638  21.75175     0.050      3342      7509
  21.75531  21.75081     0.050      3336      7501
  21.75424  21.74982     0.050      3336      7496
  21.75317  21.74869     0.050      3336      7505
  21.75210  21.74750     0.050      3336      7502
  21.75103  21.74631     0.050      3331      7497
  21.74996  21.74514     0.050      3331      7495
  21.74889  21.74405     0.050      3331      7500
  21.74782  21.74301     0.050      3327      7494
  21.74675  21.74207     0.050      3330      7495
  21.74568  21.74114     0.050      3324      7502
  21.74461  21.74018     0.050      3329      7497
  21.74354  21.73912     0.050      3324      7493
  21.74247  21.73794     0.050      3324      7498
  21.74140  21.73675     0.050      3323      7496
  21.74033  21.73558     0.050      3322      7497
  21.73926  21.73444     0.050      3321      7487
  21.73819  21.73338     0.050      3320      7499
  21.73712  21.73239     0.050      3317      7491
  21.73605  21.73147     0.050      3318      7491
  21.73498  21.73053     0.050      3319      7498
  21.73391  21.72951     0.050      3317      7498
  21.73284  21.72835     0.050      3312      7493
  21.73177  21.72715     0.050      3314      7492
  21.73070  21.72596     0.050      3313      7496
  21.72963  21.72481     0.050      3309      7488
  21.72856  21.72373     0.050      3306      7482
  21.72749  21.72271     0.050      3310      7494
  21.72642  21.72178     0.050      3307      7487
  21.72535  21.72084     0.050      3305      7488
  21.72428  21.71985     0.050      3307      7495
  21.72321  21.71874     0.050      3304      7483
  21.72214  21.71755     0.050      3304      7494
  21.72107  21.71637     0.050      3303      7491
  21.72000  21.71520     0.050      3307      7494
  21.71893  21.71410     0.050      3299      7488
  21.71786  21.71306     0.050      3299      7491
  21.71679  21.71211     0.050      3301      7496
  21.71572  21.71118     0.050      3296      7490
  21.71465  21.71022     0.050      3297      7487
  21.71358  21.70917     0.050      3300      7491
  21.71251  21.70799     0.050      3294      7487
  21.71144  21.70680     0.050      3290      7484
  21.71037  21.70561     0.050      3296      7493
  21.70930  21.70448     0.050      3294      7495
  21.70823  21.70341     0.050      3291      7482
  21.70716  21.70242     0.050      3289      7487
  21.70609  21.70150     0.050      3287      7486
  21.70502  21.70056     0.050      3288      7480
  21.70395  21.69954     0.050      3285      7482
  21.70288  21.69839     0.050      3287      7487
  21.70181  21.69719     0.050      3285      7486
  21.70074  21.69600     0.050      3282      7479
  21.69967  21.69484     0.050      3280      7482
