  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  14.06586  14.10141     0.050     27995     20960      2328
  14.06553  14.10109     0.050     27957     20937      2329
  14.06520  14.10077     0.050     27958     20942      2328
  14.06487  14.10045     0.050     27994     20953      2330
  14.06454  14.10015     0.050     27996     20971      2331
  14.06421  14.09987     0.050     27952     20938      2329
  14.06388  14.09960     0.050     27970     20957      2332
  14.06355  14.09934     0.050     28009     20990      2337
  14.06322  14.09908     0.050     27975     20967      2331
  14.06289  14.09881     0.050     27994     20983      2334
  14.06256  14.09852     0.050     28008     21006      2336
  14.06223  14.09824     0.050     28004     20994      2339
  14.06190  14.09795     0.050     27962     20957      2334
  14.06157  14.09766     0.050     27975     20980      2336
  14.06124  14.09738     0.050     27974     20996      2337
  14.06091  14.09708     0.050     27955     20970      2334
  14.06058  14.09676     0.050     27979     20989      2338
  14.06025  14.09641     0.050     27959     20988      2340
  14.05992  14.09603     0.050     27944     20959      2337
  14.05959  14.09564     0.050     27944     20982      2339
  14.05926  14.09528     0.050     27960     21006      2339
  14.05893  14.09493     0.050     27978     21013      2342
  14.05860  14.09458     0.050     27944     20991      2340
  14.05827  14.09423     0.050     27970     21020      2343
  14.05794  14.09388     0.050     27994     21036      2344
  14.05761  14.09351     0.050     27987     21030      2344
  14.05728  14.09315     0.050     27962     21004      2340
  14.05695  14.09279     0.050     27966     21030      2342
  14.05662  14.09245     0.050     27993     21041      2347
  14.05629  14.09213     0.050     27945     21009      2345
  14.05596  14.09181     0.050     27929     21005      2345
  14.05563  14.09150     0.050     27960     21028      2350
  14.05530  14.09118     0.050     27965     21030      2348
  14.05497  14.09085     0.050     27931     21009      2346
  14.05464  14.09054     0.050     27942     21030      2346
  14.05431  14.09023     0.050     27941     21035      2349
  14.05398  14.08995     0.050     27938     21025      2348
  14.05365  14.08968     0.050     27937     21037      2347
  14.05332  14.08942     0.050     27928     21032      2350
  14.05299  14.08916     0.050     27937     21035      2349
  14.05266  14.08889     0.050     27954     21062      2353
  14.05233  14.08861     0.050     27879     21001      2344
  14.05200  14.08832     0.050     27886     20995      2345
  14.05167  14.08803     0.050     27890     21015      2347
  14.05134  14.08775     0.050     27906     21029      2350
  14.05101  14.08747     0.050     27842     20979      2346
  14.05068  14.08718     0.050     27866     21009      2345
  14.05035  14.08686     0.050     27854     21004      2349
  14.05002  14.08651     0.050     27885     21025      2350
  14.04969  14.08614     0.050     27836     20975      2343
  14.04936  14.08576     0.050     27895     21034      2353
  14.04903  14.08539     0.050     27941     21073      2358
  14.04870  14.08503     0.050     27887     21040      2353
  14.04837  14.08468     0.050     27902     21052      2357
  14.04804  14.08434     0.050     27934     21078      2358
  14.04771  14.08399     0.050     27890     21050      2354
  14.04738  14.08363     0.050     27875     21035      2355
  14.04705  14.08326     0.050     27915     21074      2358
  14.04672  14.08290     0.050     27886     21048      2359
  14.04639  14.08255     0.050     27864     21036      2355
  14.04606  14.08223     0.050     27889     21064      2359
  14.04573  14.08191     0.050     27875     21055      2355
  14.04540  14.08159     0.050     27822     21017      2354
  14.04507  14.08127     0.050     27817     21017      2353
  14.04474  14.08095     0.050     27826     21014      2355
  14.04441  14.08063     0.050     27753     20956      2350
  14.04408  14.08032     0.050     27714     20949      2346
  14.04375  14.08003     0.050     27725     20953      2350
  14.04342  14.07976     0.050     27746     20976      2352
  14.04309  14.07950     0.050     27733     20955      2350
  14.04276  14.07923     0.050     27712     20943      2351
  14.04243  14.07897     0.050     27767     21003      2356
  14.04210  14.07869     0.050     27782     21010      2357
  14.04177  14.07841     0.050     27803     21020      2355
  14.04144  14.07812     0.050     27854     21059      2362
  14.04111  14.07784     0.050     27877     21091      2364
  14.04078  14.07755     0.050     27857     21081      2366
  14.04045  14.07726     0.050     27902     21113      2369
  14.04012  14.07695     0.050     27846     21068      2365
  14.03979  14.07660     0.050     27819     21053      2362
  14.03946  14.07624     0.050     27855     21078      2365
  14.03913  14.07586     0.050     27834     21066      2369
  14.03880  14.07548     0.050     27806     21050      2364
  14.03847  14.07512     0.050     27795     21048      2365
  14.03814  14.07477     0.050     27828     21079      2366
  14.03781  14.07443     0.050     27835     21077      2369
  14.03748  14.07408     0.050     27809     21068      2368
  14.03715  14.07371     0.050     27832     21089      2372
  14.03682  14.07335     0.050     27866     21122      2372
  14.03649  14.07298     0.050     27786     21054      2364
  14.03616  14.07263     0.050     27794     21062      2368
  14.03583  14.07231     0.050     27840     21094      2371
  14.03550  14.07199     0.050     27842     21110      2376
  14.03517  14.07167     0.050     27798     21071      2370
  14.03484  14.07135     0.050     27854     21115      2374
  14.03451  14.07103     0.050     27809     21093      2373
  14.03418  14.07070     0.050     27775     21065      2369
  14.03385  14.07040     0.050     27804     21083      2372
  14.03352  14.07010     0.050     27820     21106      2372
  14.03319  14.06983     0.050     27821     21108      2373
  14.03286  14.06956     0.050     27788     21089      2373
  14.03253  14.06930     0.050     27817     21116      2378
  14.03220  14.06904     0.050     27791     21097      2375
  14.03187  14.06876     0.050     27776     21080      2370
  14.03154  14.06848     0.050     27820     21119      2379
  14.03121  14.06820     0.050     27808     21118      2379
  14.03088  14.06791     0.050     27762     21068      2373
  14.03055  14.06763     0.050     27764     21081      2377
  14.03022  14.06735     0.050     27829     21146      2383
  14.02989  14.06704     0.050     27771     21102      2378
  14.02956  14.06672     0.050     27743     21076      2375
  14.02923  14.06636     0.050     27817     21134      2382
  14.02890  14.06598     0.050     27779     21106      2381
  14.02857  14.06560     0.050     27738     21079      2376
  14.02824  14.06523     0.050     27778     21110      2379
  14.02791  14.06488     0.050     27769     21107      2377
  14.02758  14.06454     0.050     27765     21111      2380
  14.02725  14.06420     0.050     27762     21104      2381
  14.02692  14.06384     0.050     27743     21094      2378
  14.02659  14.06348     0.050     27753     21119      2383
  14.02626  14.06311     0.050     27763     21110      2384
  14.02593  14.06276     0.050     27768     21117      2381
  14.02560  14.06243     0.050     27762     21123      2381
  14.02527  14.06210     0.050     27687     21058      2378
  14.02494  14.06179     0.050     27769     21129      2385
  14.02461  14.06147     0.050     27755     21122      2386
  14.02428  14.06115     0.050     27695     21081      2380
  14.02395  14.06083     0.050     27742     21115      2387
  14.02362  14.06051     0.050     27776     21139      2391
  14.02329  14.06021     0.050     27687     21081      2381
  14.02296  14.05992     0.050     27665     21059      2380
  14.02263  14.05966     0.050     27760     21140      2389
  14.02230  14.05940     0.050     27730     21118      2385
  14.02197  14.05913     0.050     27674     21079      2380
  14.02164  14.05887     0.050     27709     21114      2384
  14.02131  14.05859     0.050     27744     21148      2390
  14.02098  14.05830     0.050     27677     21099      2385
  14.02065  14.05801     0.050     27667     21083      2384
  14.02032  14.05773     0.050     27727     21141      2390
  14.01999  14.05745     0.050     27701     21126      2386
  14.01966  14.05715     0.050     27708     21119      2390
  14.01933  14.05684     0.050     27672     21103      2389
  14.01900  14.05649     0.050     27754     21166      2396
  14.01867  14.05611     0.050     27671     21106      2390
  14.01834  14.05573     0.050     27693     21141      2392
  14.01801  14.05536     0.050     27717     21138      2394
  14.01768  14.05501     0.050     27678     21121      2390
  14.01735  14.05466     0.050     27700     21143      2395
  14.01702  14.05432     0.050     27686     21151      2396
  14.01669  14.05397     0.050     27663     21126      2392
  14.01636  14.05360     0.050     27595     21067      2387
  14.01603  14.05323     0.050     27647     21109      2393
  14.01570  14.05288     0.050     27648     21109      2392
  14.01537  14.05253     0.050     27587     21073      2388
  14.01504  14.05221     0.050     27616     21079      2388
  14.01471  14.05189     0.050     27633     21126      2393
  14.01438  14.05156     0.050     27649     21118      2395
  14.01405  14.05124     0.050     27595     21086      2390
  14.01372  14.05092     0.050     27617     21107      2391
  14.01339  14.05061     0.050     27648     21135      2398
  14.01306  14.05030     0.050     27603     21106      2393
  14.01273  14.05001     0.050     27645     21140      2395
  14.01240  14.04973     0.050     27622     21127      2398
  14.01207  14.04947     0.050     27610     21123      2398
  14.01174  14.04920     0.050     27624     21133      2400
  14.01141  14.04893     0.050     27688     21193      2403
  14.01108  14.04865     0.050     27606     21140      2399
  14.01075  14.04837     0.050     27631     21140      2403
