  9809     SPring-8 14b2 
 Pb-L21_Pb3O4_S  21.02.10 01:11 - 21.02.10 01:17
 Pb3O4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle=  7.72956 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6730
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1        7.64000   6.53000    -0.000170       0.05      6730
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   211.100   256.500   176.500
   6.76994   6.81000     0.050     11699     12392     17238
   6.76977   6.80980     0.050     11699     12395     17249
   6.76960   6.80961     0.050     11709     12406     17265
   6.76943   6.80942     0.050     11706     12404     17268
   6.76926   6.80923     0.050     11698     12398     17264
   6.76909   6.80905     0.050     11698     12402     17269
   6.76892   6.80888     0.050     11699     12403     17278
   6.76875   6.80870     0.050     11685     12388     17258
   6.76858   6.80852     0.050     11697     12403     17277
   6.76841   6.80835     0.050     11700     12408     17291
   6.76824   6.80817     0.050     11685     12394     17266
   6.76807   6.80799     0.050     11685     12398     17282
   6.76790   6.80780     0.050     11704     12421     17306
   6.76773   6.80761     0.050     11693     12407     17286
   6.76756   6.80742     0.050     11683     12400     17284
   6.76739   6.80724     0.050     11701     12423     17313
   6.76722   6.80705     0.050     11701     12422     17318
   6.76705   6.80686     0.050     11680     12400     17289
   6.76688   6.80669     0.050     11688     12409     17301
   6.76671   6.80652     0.050     11692     12415     17316
   6.76654   6.80635     0.050     11683     12411     17308
   6.76637   6.80619     0.050     11682     12412     17319
   6.76620   6.80602     0.050     11688     12419     17326
   6.76603   6.80586     0.050     11688     12420     17330
   6.76586   6.80569     0.050     11666     12402     17303
   6.76569   6.80552     0.050     11670     12405     17305
   6.76552   6.80536     0.050     11687     12425     17337
   6.76535   6.80519     0.050     11671     12408     17318
   6.76518   6.80503     0.050     11666     12406     17326
   6.76501   6.80487     0.050     11690     12432     17366
   6.76484   6.80470     0.050     11681     12424     17357
   6.76467   6.80454     0.050     11659     12406     17320
   6.76450   6.80438     0.050     11671     12420     17347
   6.76433   6.80423     0.050     11677     12425     17365
   6.76416   6.80407     0.050     11660     12409     17340
   6.76399   6.80393     0.050     11664     12416     17353
   6.76382   6.80379     0.050     11674     12427     17372
   6.76365   6.80366     0.050     11656     12409     17346
   6.76348   6.80352     0.050     11660     12417     17357
   6.76331   6.80339     0.050     11661     12417     17368
   6.76314   6.80326     0.050     11660     12422     17365
   6.76297   6.80312     0.050     11655     12418     17370
   6.76280   6.80298     0.050     11652     12414     17367
   6.76263   6.80284     0.050     11669     12430     17386
   6.76246   6.80270     0.050     11654     12418     17380
   6.76229   6.80256     0.050     11656     12424     17380
   6.76212   6.80241     0.050     11662     12432     17393
   6.76195   6.80226     0.050     11655     12427     17391
   6.76178   6.80212     0.050     11642     12414     17377
   6.76161   6.80197     0.050     11661     12436     17406
   6.76144   6.80183     0.050     11652     12426     17400
   6.76127   6.80168     0.050     11651     12427     17402
   6.76110   6.80154     0.050     11656     12435     17418
   6.76093   6.80140     0.050     11658     12437     17425
   6.76076   6.80125     0.050     11633     12418     17391
   6.76059   6.80110     0.050     11647     12427     17419
   6.76042   6.80094     0.050     11645     12430     17418
   6.76025   6.80077     0.050     11636     12423     17414
   6.76008   6.80059     0.050     11632     12421     17406
   6.75991   6.80041     0.050     11645     12433     17426
   6.75974   6.80022     0.050     11642     12433     17441
   6.75957   6.80003     0.050     11629     12422     17420
   6.75940   6.79984     0.050     11633     12425     17427
   6.75923   6.79964     0.050     11651     12444     17454
   6.75906   6.79945     0.050     11626     12423     17426
   6.75889   6.79926     0.050     11627     12422     17431
   6.75872   6.79908     0.050     11649     12447     17469
   6.75855   6.79890     0.050     11631     12431     17447
   6.75838   6.79873     0.050     11623     12429     17441
   6.75821   6.79856     0.050     11635     12438     17461
   6.75804   6.79838     0.050     11634     12440     17463
   6.75787   6.79821     0.050     11614     12421     17440
   6.75770   6.79803     0.050     11625     12438     17466
   6.75753   6.79784     0.050     11634     12445     17476
   6.75736   6.79764     0.050     11615     12424     17453
   6.75719   6.79746     0.050     11629     12442     17481
   6.75702   6.79728     0.050     11624     12439     17473
   6.75685   6.79709     0.050     11624     12440     17478
   6.75668   6.79691     0.050     11608     12426     17461
   6.75651   6.79673     0.050     11622     12443     17488
   6.75634   6.79655     0.050     11620     12441     17489
   6.75617   6.79638     0.050     11614     12436     17471
   6.75600   6.79622     0.050     11612     12438     17478
   6.75583   6.79605     0.050     11623     12448     17510
   6.75566   6.79589     0.050     11620     12446     17506
   6.75549   6.79572     0.050     11610     12436     17488
   6.75532   6.79556     0.050     11630     12462     17525
   6.75515   6.79539     0.050     11612     12445     17515
   6.75498   6.79523     0.050     11609     12444     17508
   6.75481   6.79506     0.050     11623     12460     17530
   6.75464   6.79489     0.050     11620     12459     17539
   6.75447   6.79473     0.050     11602     12441     17514
   6.75430   6.79457     0.050     11612     12455     17528
   6.75413   6.79441     0.050     11608     12454     17525
   6.75396   6.79426     0.050     11609     12454     17535
   6.75379   6.79410     0.050     11599     12445     17533
   6.75362   6.79396     0.050     11612     12457     17553
   6.75345   6.79382     0.050     11610     12458     17546
   6.75328   6.79368     0.050     11600     12449     17541
   6.75311   6.79355     0.050     11596     12448     17541
   6.75294   6.79342     0.050     11614     12467     17565
   6.75277   6.79328     0.050     11601     12459     17559
   6.75260   6.79314     0.050     11593     12449     17543
   6.75243   6.79301     0.050     11610     12469     17570
   6.75226   6.79287     0.050     11600     12459     17567
   6.75209   6.79273     0.050     11591     12453     17553
   6.75192   6.79259     0.050     11603     12465     17582
   6.75175   6.79244     0.050     11609     12475     17596
   6.75158   6.79229     0.050     11587     12450     17572
   6.75141   6.79214     0.050     11596     12463     17588
   6.75124   6.79200     0.050     11603     12473     17608
   6.75107   6.79185     0.050     11586     12459     17581
   6.75090   6.79171     0.050     11592     12459     17582
   6.75073   6.79157     0.050     11590     12464     17599
   6.75056   6.79142     0.050     11593     12469     17602
   6.75039   6.79127     0.050     11585     12463     17601
   6.75022   6.79112     0.050     11583     12459     17598
   6.75005   6.79097     0.050     11590     12468     17610
   6.74988   6.79080     0.050     11582     12466     17606
   6.74971   6.79063     0.050     11563     12450     17578
   6.74954   6.79045     0.050     11586     12472     17620
   6.74937   6.79026     0.050     11578     12462     17607
   6.74920   6.79007     0.050     11564     12449     17599
   6.74903   6.78987     0.050     11582     12471     17633
   6.74886   6.78967     0.050     11580     12470     17622
   6.74869   6.78948     0.050     11564     12456     17603
   6.74852   6.78929     0.050     11568     12462     17619
   6.74835   6.78911     0.050     11581     12474     17636
   6.74818   6.78894     0.050     11574     12469     17638
   6.74801   6.78876     0.050     11560     12458     17618
   6.74784   6.78859     0.050     11570     12470     17642
   6.74767   6.78841     0.050     11571     12468     17637
   6.74750   6.78823     0.050     11562     12462     17635
   6.74733   6.78805     0.050     11564     12467     17642
   6.74716   6.78788     0.050     11576     12482     17669
   6.74699   6.78769     0.050     11563     12468     17648
   6.74682   6.78750     0.050     11556     12461     17644
   6.74665   6.78731     0.050     11567     12476     17662
   6.74648   6.78713     0.050     11565     12477     17662
   6.74631   6.78694     0.050     11548     12460     17649
   6.74614   6.78676     0.050     11559     12475     17661
   6.74597   6.78659     0.050     11566     12483     17675
   6.74580   6.78642     0.050     11552     12468     17666
   6.74563   6.78625     0.050     11550     12469     17666
   6.74546   6.78609     0.050     11557     12476     17687
   6.74529   6.78592     0.050     11547     12470     17669
   6.74512   6.78576     0.050     11552     12476     17678
   6.74495   6.78559     0.050     11556     12478     17693
   6.74478   6.78543     0.050     11553     12478     17693
   6.74461   6.78526     0.050     11552     12477     17689
   6.74444   6.78509     0.050     11547     12475     17692
   6.74427   6.78493     0.050     11556     12488     17709
   6.74410   6.78476     0.050     11545     12478     17698
   6.74393   6.78460     0.050     11549     12482     17708
   6.74376   6.78444     0.050     11544     12476     17700
   6.74359   6.78428     0.050     11550     12484     17714
   6.74342   6.78413     0.050     11535     12471     17692
   6.74325   6.78398     0.050     11544     12480     17721
   6.74308   6.78384     0.050     11543     12482     17725
   6.74291   6.78370     0.050     11530     12472     17703
   6.74274   6.78357     0.050     11530     12471     17712
   6.74257   6.78343     0.050     11531     12476     17720
   6.74240   6.78329     0.050     11527     12472     17717
   6.74223   6.78316     0.050     11536     12481     17731
   6.74206   6.78302     0.050     11537     12484     17739
   6.74189   6.78288     0.050     11524     12471     17718
   6.74172   6.78274     0.050     11528     12480     17736
   6.74155   6.78259     0.050     11530     12483     17742
   6.74138   6.78245     0.050     11529     12482     17747
   6.74121   6.78230     0.050     11537     12494     17758
   6.74104   6.78215     0.050     11529     12486     17754
   6.74087   6.78201     0.050     11530     12485     17749
   6.74070   6.78187     0.050     11523     12486     17757
   6.74053   6.78172     0.050     11512     12473     17732
   6.74036   6.78158     0.050     11521     12483     17755
   6.74019   6.78144     0.050     11529     12495     17772
   6.74002   6.78129     0.050     11518     12485     17762
   6.73985   6.78113     0.050     11531     12499     17785
   6.73968   6.78097     0.050     11521     12490     17769
   6.73951   6.78081     0.050     11518     12491     17784
   6.73934   6.78063     0.050     11521     12490     17781
   6.73917   6.78045     0.050     11524     12496     17793
   6.73900   6.78027     0.050     11511     12488     17781
   6.73883   6.78007     0.050     11520     12498     17786
   6.73866   6.77988     0.050     11519     12494     17796
   6.73849   6.77968     0.050     11508     12488     17789
   6.73832   6.77949     0.050     11518     12501     17808
   6.73815   6.77931     0.050     11513     12494     17806
   6.73798   6.77912     0.050     11517     12501     17813
   6.73781   6.77895     0.050     11509     12495     17805
   6.73764   6.77877     0.050     11507     12493     17822
   6.73747   6.77859     0.050     11502     12491     17808
   6.73730   6.77841     0.050     11509     12499     17815
   6.73713   6.77824     0.050     11506     12496     17816
   6.73696   6.77806     0.050     11508     12501     17825
   6.73679   6.77788     0.050     11502     12498     17827
   6.73662   6.77769     0.050     11496     12494     17827
   6.73645   6.77751     0.050     11499     12499     17829
   6.73628   6.77732     0.050     11500     12500     17826
   6.73611   6.77713     0.050     11491     12494     17826
   6.73594   6.77695     0.050     11503     12507     17835
   6.73577   6.77677     0.050     11497     12504     17845
   6.73560   6.77659     0.050     11486     12497     17843
   6.73543   6.77642     0.050     11496     12506     17858
   6.73526   6.77625     0.050     11490     12500     17847
   6.73509   6.77609     0.050     11487     12500     17842
   6.73492   6.77593     0.050     11494     12507     17867
   6.73475   6.77576     0.050     11494     12507     17872
   6.73458   6.77560     0.050     11479     12499     17851
   6.73441   6.77543     0.050     11491     12510     17881
   6.73424   6.77526     0.050     11482     12501     17865
   6.73407   6.77509     0.050     11486     12508     17884
   6.73390   6.77493     0.050     11488     12514     17888
   6.73373   6.77477     0.050     11473     12501     17867
   6.73356   6.77460     0.050     11493     12519     17894
   6.73339   6.77444     0.050     11469     12496     17870
   6.73322   6.77429     0.050     11484     12512     17899
   6.73305   6.77414     0.050     11478     12509     17889
   6.73288   6.77399     0.050     11484     12516     17911
   6.73271   6.77385     0.050     11470     12503     17891
   6.73254   6.77371     0.050     11472     12513     17901
   6.73237   6.77358     0.050     11478     12518     17921
   6.73220   6.77344     0.050     11471     12510     17905
   6.73203   6.77331     0.050     11472     12517     17922
   6.73186   6.77318     0.050     11475     12521     17917
   6.73169   6.77304     0.050     11461     12507     17912
   6.73152   6.77290     0.050     11470     12516     17923
   6.73135   6.77276     0.050     11468     12515     17931
   6.73118   6.77261     0.050     11462     12513     17912
   6.73101   6.77247     0.050     11456     12511     17921
   6.73084   6.77232     0.050     11458     12510     17929
   6.73067   6.77218     0.050     11466     12524     17942
   6.73050   6.77203     0.050     11452     12509     17920
   6.73033   6.77189     0.050     11458     12515     17939
   6.73016   6.77175     0.050     11467     12527     17949
   6.72999   6.77161     0.050     11454     12517     17940
   6.72982   6.77146     0.050     11446     12510     17935
   6.72965   6.77131     0.050     11463     12528     17963
   6.72948   6.77116     0.050     11454     12520     17961
   6.72931   6.77100     0.050     11434     12500     17928
   6.72914   6.77084     0.050     11449     12517     17950
   6.72897   6.77067     0.050     11456     12528     17974
   6.72880   6.77049     0.050     11443     12513     17959
   6.72863   6.77030     0.050     11450     12525     17972
   6.72846   6.77011     0.050     11453     12530     17991
   6.72829   6.76991     0.050     11435     12512     17955
   6.72812   6.76971     0.050     11443     12521     17978
   6.72795   6.76953     0.050     11444     12525     17985
   6.72778   6.76934     0.050     11441     12521     17972
   6.72761   6.76916     0.050     11435     12517     17972
   6.72744   6.76898     0.050     11432     12518     17976
   6.72727   6.76880     0.050     11438     12520     17985
   6.72710   6.76862     0.050     11427     12515     17978
   6.72693   6.76845     0.050     11420     12506     17978
   6.72676   6.76827     0.050     11425     12513     17978
   6.72659   6.76809     0.050     11423     12515     17988
   6.72642   6.76791     0.050     11416     12507     17980
   6.72625   6.76773     0.050     11428     12524     18009
   6.72608   6.76754     0.050     11422     12518     17991
   6.72591   6.76735     0.050     11420     12516     17989
   6.72574   6.76717     0.050     11425     12524     18007
   6.72557   6.76699     0.050     11420     12518     17998
   6.72540   6.76680     0.050     11418     12518     18001
   6.72523   6.76662     0.050     11414     12517     18004
   6.72506   6.76646     0.050     11419     12521     18016
   6.72489   6.76629     0.050     11417     12522     18022
   6.72472   6.76612     0.050     11410     12517     18013
   6.72455   6.76596     0.050     11422     12531     18038
   6.72438   6.76579     0.050     11415     12528     18033
   6.72421   6.76563     0.050     11403     12514     18016
   6.72404   6.76546     0.050     11410     12521     18026
   6.72387   6.76530     0.050     11412     12528     18040
   6.72370   6.76513     0.050     11401     12517     18024
   6.72353   6.76496     0.050     11397     12514     18031
   6.72336   6.76480     0.050     11400     12518     18032
   6.72319   6.76464     0.050     11396     12515     18038
   6.72302   6.76447     0.050     11390     12515     18021
   6.72285   6.76432     0.050     11397     12521     18049
   6.72268   6.76417     0.050     11392     12517     18041
   6.72251   6.76402     0.050     11391     12519     18044
   6.72234   6.76387     0.050     11395     12522     18055
   6.72217   6.76373     0.050     11394     12525     18052
   6.72200   6.76360     0.050     11394     12527     18069
   6.72183   6.76347     0.050     11391     12524     18054
   6.72166   6.76334     0.050     11400     12534     18081
   6.72149   6.76320     0.050     11397     12536     18084
   6.72132   6.76306     0.050     11391     12529     18075
   6.72115   6.76293     0.050     11397     12537     18086
   6.72098   6.76279     0.050     11398     12542     18099
   6.72081   6.76264     0.050     11395     12540     18097
   6.72064   6.76249     0.050     11396     12538     18103
   6.72047   6.76234     0.050     11396     12542     18104
   6.72030   6.76220     0.050     11383     12534     18097
   6.72013   6.76205     0.050     11378     12528     18096
   6.71996   6.76191     0.050     11390     12543     18105
   6.71979   6.76177     0.050     11383     12535     18108
   6.71962   6.76163     0.050     11369     12524     18088
   6.71945   6.76148     0.050     11388     12542     18125
   6.71928   6.76133     0.050     11372     12530     18108
   6.71911   6.76118     0.050     11363     12525     18097
   6.71894   6.76103     0.050     11370     12534     18115
   6.71877   6.76086     0.050     11382     12547     18138
   6.71860   6.76069     0.050     11369     12531     18119
   6.71843   6.76051     0.050     11372     12539     18135
   6.71826   6.76032     0.050     11377     12546     18141
   6.71809   6.76013     0.050     11373     12546     18144
   6.71792   6.75994     0.050     11369     12539     18132
   6.71775   6.75975     0.050     11370     12546     18156
   6.71758   6.75956     0.050     11385     12563     18172
   6.71741   6.75936     0.050     11367     12543     18143
   6.71724   6.75918     0.050     11369     12550     18167
   6.71707   6.75900     0.050     11387     12569     18188
   6.71690   6.75882     0.050     11370     12550     18162
   6.71673   6.75865     0.050     11360     12543     18154
   6.71656   6.75848     0.050     11377     12562     18185
   6.71639   6.75830     0.050     11366     12553     18175
   6.71622   6.75812     0.050     11342     12530     18138
   6.71605   6.75794     0.050     11362     12554     18184
   6.71588   6.75776     0.050     11362     12555     18186
   6.71571   6.75756     0.050     11359     12553     18184
   6.71554   6.75738     0.050     11347     12538     18164
   6.71537   6.75719     0.050     11365     12560     18193
   6.71520   6.75700     0.050     11352     12547     18190
   6.71503   6.75682     0.050     11343     12540     18178
   6.71486   6.75664     0.050     11346     12548     18191
   6.71469   6.75647     0.050     11367     12571     18224
   6.71452   6.75630     0.050     11342     12546     18187
   6.71435   6.75613     0.050     11333     12537     18180
   6.71418   6.75597     0.050     11354     12562     18223
   6.71401   6.75580     0.050     11350     12559     18211
   6.71384   6.75564     0.050     11329     12540     18194
   6.71367   6.75547     0.050     11356     12569     18228
   6.71350   6.75531     0.050     11356     12570     18233
   6.71333   6.75514     0.050     11333     12547     18210
   6.71316   6.75497     0.050     11348     12566     18236
   6.71299   6.75480     0.050     11349     12569     18245
   6.71282   6.75464     0.050     11331     12549     18217
   6.71265   6.75448     0.050     11335     12556     18236
   6.71248   6.75433     0.050     11357     12579     18268
   6.71231   6.75417     0.050     11333     12558     18242
   6.71214   6.75402     0.050     11332     12558     18245
   6.71197   6.75388     0.050     11345     12574     18263
   6.71180   6.75374     0.050     11344     12574     18275
   6.71163   6.75360     0.050     11329     12556     18252
   6.71146   6.75347     0.050     11333     12567     18257
   6.71129   6.75334     0.050     11347     12584     18292
   6.71112   6.75320     0.050     11337     12573     18275
   6.71095   6.75306     0.050     11319     12559     18258
   6.71078   6.75292     0.050     11349     12589     18300
   6.71061   6.75278     0.050     11345     12591     18301
   6.71044   6.75263     0.050     11317     12557     18261
   6.71027   6.75249     0.050     11344     12587     18304
   6.71010   6.75235     0.050     11339     12587     18306
   6.70993   6.75220     0.050     11316     12562     18275
   6.70976   6.75205     0.050     11322     12566     18293
   6.70959   6.75191     0.050     11335     12586     18313
   6.70942   6.75177     0.050     11323     12571     18285
   6.70925   6.75163     0.050     11321     12569     18300
   6.70908   6.75148     0.050     11321     12574     18304
   6.70891   6.75134     0.050     11335     12588     18323
   6.70874   6.75119     0.050     11317     12571     18300
   6.70857   6.75103     0.050     11326     12587     18332
   6.70840   6.75086     0.050     11330     12588     18333
   6.70823   6.75069     0.050     11316     12574     18318
   6.70806   6.75051     0.050     11306     12569     18315
   6.70789   6.75033     0.050     11320     12582     18333
   6.70772   6.75014     0.050     11328     12593     18343
   6.70755   6.74994     0.050     11296     12564     18310
   6.70738   6.74974     0.050     11314     12582     18342
   6.70721   6.74955     0.050     11322     12592     18352
   6.70704   6.74936     0.050     11305     12576     18332
   6.70687   6.74918     0.050     11311     12586     18344
   6.70670   6.74899     0.050     11318     12593     18367
   6.70653   6.74882     0.050     11307     12583     18349
   6.70636   6.74866     0.050     11302     12581     18354
   6.70619   6.74848     0.050     11315     12594     18369
   6.70602   6.74830     0.050     11314     12593     18374
   6.70585   6.74813     0.050     11295     12576     18360
   6.70568   6.74794     0.050     11299     12581     18351
   6.70551   6.74775     0.050     11306     12589     18370
   6.70534   6.74757     0.050     11298     12584     18362
   6.70517   6.74738     0.050     11287     12572     18352
   6.70500   6.74719     0.050     11306     12594     18377
   6.70483   6.74701     0.050     11299     12589     18393
   6.70466   6.74683     0.050     11285     12576     18359
   6.70449   6.74665     0.050     11298     12594     18396
   6.70432   6.74647     0.050     11296     12594     18390
   6.70415   6.74631     0.050     11291     12584     18385
   6.70398   6.74614     0.050     11294     12592     18399
   6.70381   6.74598     0.050     11299     12597     18415
   6.70364   6.74581     0.050     11292     12593     18405
   6.70347   6.74565     0.050     11281     12582     18397
   6.70330   6.74549     0.050     11296     12601     18421
   6.70313   6.74532     0.050     11281     12585     18399
   6.70296   6.74515     0.050     11281     12585     18409
   6.70279   6.74499     0.050     11288     12595     18414
   6.70262   6.74482     0.050     11285     12593     18417
   6.70245   6.74466     0.050     11281     12591     18419
   6.70228   6.74450     0.050     11278     12589     18417
   6.70211   6.74434     0.050     11276     12589     18426
   6.70194   6.74419     0.050     11283     12600     18430
   6.70177   6.74404     0.050     11268     12585     18420
   6.70160   6.74389     0.050     11286     12605     18450
   6.70143   6.74376     0.050     11282     12600     18454
   6.70126   6.74362     0.050     11270     12592     18431
   6.70109   6.74348     0.050     11272     12596     18446
   6.70092   6.74335     0.050     11281     12606     18449
   6.70075   6.74322     0.050     11263     12589     18432
   6.70058   6.74308     0.050     11279     12604     18463
   6.70041   6.74294     0.050     11281     12611     18472
   6.70024   6.74280     0.050     11265     12596     18455
   6.70007   6.74266     0.050     11272     12603     18469
   6.69990   6.74252     0.050     11278     12615     18482
   6.69973   6.74237     0.050     11262     12595     18473
   6.69956   6.74222     0.050     11268     12604     18474
   6.69939   6.74208     0.050     11270     12608     18485
   6.69922   6.74194     0.050     11268     12604     18474
   6.69905   6.74179     0.050     11258     12600     18478
   6.69888   6.74165     0.050     11255     12600     18477
   6.69871   6.74150     0.050     11260     12604     18482
   6.69854   6.74136     0.050     11246     12591     18474
   6.69837   6.74121     0.050     11249     12595     18479
   6.69820   6.74105     0.050     11261     12609     18508
   6.69803   6.74089     0.050     11257     12608     18506
   6.69786   6.74072     0.050     11248     12598     18502
   6.69769   6.74054     0.050     11252     12607     18506
   6.69752   6.74035     0.050     11269     12623     18535
   6.69735   6.74017     0.050     11244     12599     18497
   6.69718   6.73997     0.050     11255     12611     18523
   6.69701   6.73978     0.050     11263     12625     18542
   6.69684   6.73958     0.050     11251     12611     18521
   6.69667   6.73940     0.050     11246     12608     18526
   6.69650   6.73922     0.050     11252     12618     18539
   6.69633   6.73903     0.050     11251     12616     18531
   6.69616   6.73885     0.050     11235     12601     18524
   6.69599   6.73868     0.050     11249     12621     18543
   6.69582   6.73851     0.050     11245     12617     18546
   6.69565   6.73833     0.050     11241     12613     18545
   6.69548   6.73815     0.050     11234     12606     18538
   6.69531   6.73797     0.050     11246     12616     18548
   6.69514   6.73779     0.050     11244     12622     18562
   6.69497   6.73760     0.050     11231     12608     18550
   6.69480   6.73741     0.050     11241     12622     18569
   6.69463   6.73721     0.050     11246     12624     18574
   6.69446   6.73703     0.050     11230     12612     18551
   6.69429   6.73685     0.050     11231     12617     18567
   6.69412   6.73667     0.050     11240     12628     18586
   6.69395   6.73650     0.050     11227     12614     18566
   6.69378   6.73633     0.050     11227     12617     18572
   6.69361   6.73616     0.050     11234     12626     18595
   6.69344   6.73600     0.050     11223     12615     18578
   6.69327   6.73584     0.050     11224     12616     18578
   6.69310   6.73567     0.050     11231     12628     18600
   6.69293   6.73551     0.050     11232     12629     18608
   6.69276   6.73534     0.050     11224     12623     18594
   6.69259   6.73518     0.050     11222     12619     18600
   6.69242   6.73501     0.050     11227     12629     18609
   6.69225   6.73485     0.050     11223     12627     18609
   6.69208   6.73468     0.050     11210     12615     18596
   6.69191   6.73452     0.050     11216     12624     18611
   6.69174   6.73436     0.050     11213     12620     18606
   6.69157   6.73421     0.050     11210     12617     18609
   6.69140   6.73406     0.050     11209     12621     18617
   6.69123   6.73391     0.050     11228     12643     18645
   6.69106   6.73377     0.050     11207     12618     18618
   6.69089   6.73363     0.050     11214     12630     18630
   6.69072   6.73350     0.050     11207     12624     18627
   6.69055   6.73336     0.050     11219     12642     18646
   6.69038   6.73323     0.050     11207     12626     18626
   6.69021   6.73310     0.050     11208     12630     18655
   6.69004   6.73296     0.050     11215     12638     18654
   6.68987   6.73282     0.050     11211     12639     18658
   6.68970   6.73267     0.050     11201     12628     18644
   6.68953   6.73253     0.050     11208     12638     18666
   6.68936   6.73239     0.050     11205     12636     18660
   6.68919   6.73224     0.050     11192     12623     18651
   6.68902   6.73210     0.050     11197     12631     18659
   6.68885   6.73195     0.050     11198     12630     18668
   6.68868   6.73180     0.050     11192     12628     18659
   6.68851   6.73166     0.050     11196     12634     18672
   6.68834   6.73152     0.050     11197     12639     18673
   6.68817   6.73137     0.050     11186     12628     18665
   6.68800   6.73122     0.050     11196     12640     18687
   6.68783   6.73107     0.050     11194     12639     18684
   6.68766   6.73090     0.050     11182     12629     18680
   6.68749   6.73073     0.050     11188     12636     18692
   6.68732   6.73055     0.050     11191     12640     18703
   6.68715   6.73037     0.050     11187     12637     18696
   6.68698   6.73018     0.050     11178     12631     18694
   6.68681   6.72998     0.050     11188     12642     18706
   6.68664   6.72978     0.050     11187     12646     18717
   6.68647   6.72959     0.050     11183     12640     18704
   6.68630   6.72940     0.050     11183     12642     18709
   6.68613   6.72922     0.050     11178     12640     18708
   6.68596   6.72904     0.050     11180     12645     18719
   6.68579   6.72886     0.050     11176     12640     18718
   6.68562   6.72869     0.050     11179     12646     18734
   6.68545   6.72851     0.050     11170     12635     18720
   6.68528   6.72834     0.050     11170     12639     18720
   6.68511   6.72815     0.050     11176     12645     18731
   6.68494   6.72797     0.050     11171     12643     18737
   6.68477   6.72779     0.050     11168     12643     18735
   6.68460   6.72759     0.050     11172     12649     18736
   6.68443   6.72740     0.050     11174     12652     18743
   6.68426   6.72721     0.050     11174     12649     18748
   6.68409   6.72702     0.050     11168     12648     18753
   6.68392   6.72684     0.050     11172     12657     18767
   6.68375   6.72666     0.050     11165     12646     18758
   6.68358   6.72649     0.050     11168     12653     18763
   6.68341   6.72632     0.050     11167     12653     18769
   6.68324   6.72615     0.050     11159     12647     18771
   6.68307   6.72599     0.050     11170     12660     18789
   6.68290   6.72582     0.050     11162     12655     18786
   6.68273   6.72566     0.050     11162     12655     18784
   6.68256   6.72549     0.050     11158     12647     18781
   6.68239   6.72532     0.050     11161     12656     18787
   6.68222   6.72516     0.050     11160     12656     18789
   6.68205   6.72500     0.050     11155     12655     18794
   6.68188   6.72483     0.050     11154     12654     18795
   6.68171   6.72466     0.050     11155     12657     18801
   6.68154   6.72450     0.050     11157     12661     18807
   6.68137   6.72434     0.050     11145     12647     18787
   6.68120   6.72419     0.050     11163     12669     18816
   6.68103   6.72404     0.050     11151     12658     18805
   6.68086   6.72390     0.050     11142     12648     18799
   6.68069   6.72376     0.050     11144     12654     18808
   6.68052   6.72362     0.050     11147     12657     18817
   6.68035   6.72348     0.050     11141     12648     18807
   6.68018   6.72335     0.050     11140     12653     18812
   6.68001   6.72322     0.050     11145     12660     18823
   6.67984   6.72308     0.050     11144     12659     18826
   6.67967   6.72294     0.050     11133     12649     18813
   6.67950   6.72280     0.050     11138     12656     18825
   6.67933   6.72266     0.050     11137     12657     18828
   6.67916   6.72251     0.050     11138     12663     18843
   6.67899   6.72237     0.050     11131     12653     18830
   6.67882   6.72222     0.050     11132     12658     18846
   6.67865   6.72208     0.050     11137     12663     18849
   6.67848   6.72194     0.050     11121     12647     18827
   6.67831   6.72179     0.050     11134     12663     18851
   6.67814   6.72165     0.050     11129     12658     18847
   6.67797   6.72150     0.050     11119     12648     18832
   6.67780   6.72136     0.050     11131     12664     18866
   6.67763   6.72121     0.050     11123     12659     18856
   6.67746   6.72105     0.050     11116     12651     18842
   6.67729   6.72089     0.050     11124     12659     18862
   6.67712   6.72072     0.050     11129     12667     18884
   6.67695   6.72054     0.050     11115     12652     18852
   6.67678   6.72035     0.050     11119     12662     18874
   6.67661   6.72016     0.050     11118     12661     18877
   6.67644   6.71997     0.050     11119     12664     18879
   6.67627   6.71977     0.050     11113     12658     18875
   6.67610   6.71958     0.050     11125     12676     18907
   6.67593   6.71939     0.050     11117     12669     18891
   6.67576   6.71921     0.050     11116     12666     18894
   6.67559   6.71903     0.050     11107     12657     18876
   6.67542   6.71886     0.050     11113     12664     18897
   6.67525   6.71868     0.050     11109     12667     18897
   6.67508   6.71851     0.050     11092     12643     18882
   6.67491   6.71834     0.050     11112     12673     18915
   6.67474   6.71816     0.050     11113     12678     18924
   6.67457   6.71797     0.050     11095     12657     18890
   6.67440   6.71778     0.050     11099     12663     18909
   6.67423   6.71759     0.050     11112     12678     18939
   6.67406   6.71741     0.050     11094     12659     18902
   6.67389   6.71722     0.050     11096     12662     18916
   6.67372   6.71703     0.050     11112     12682     18944
   6.67355   6.71685     0.050     11103     12677     18935
   6.67338   6.71667     0.050     11091     12662     18916
   6.67321   6.71650     0.050     11088     12660     18916
